delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000,exp,101,5,8,space,2.0162759999511763,None,221,1,[1.883236600086093],[1.8832398999948055],8,5,101,11,850.8242149000289,,850.8178697000258,850.8242149000289,851.8162561999634,851.8162561999634,851.8162561999634,853.8327935000416,space,2.0162759999511763,None,853.8332270999672,854.5329781666553,854.8415055000223,854.8328753999667,854.8333338999655,854.8415055000223,854.8415055000223,854.8415055000223,856.7249011000386,221,1,[1.883236600086093],[1.8832398999948055],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,102,6,8,space,1.1634657999966294,None,122,1,[3.744465499999933],[3.744469700031914],8,6,102,8,856.7331416000379,,856.7250368000241,856.7331416000379,857.7162358999485,857.7162358999485,857.7245958000422,858.8832458000397,space,1.1634657999966294,None,858.883889400051,859.5828815666648,859.8890966000035,859.883172199945,859.8834256000118,859.8890966000035,859.8890966000035,859.8890966000035,863.6342407000484,122,1,[3.744465499999933],[3.744469700031914],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,400,unexp,103,7,8,space,0.5074533999431878,None,45,1,[1.6211000999901444],[1.6211034998996183],8,7,103,2,863.6415408999892,,863.6343844999792,863.6415408999892,864.6330124000087,864.6330124000087,864.6330124000087,865.1418051000219,space,0.5074533999431878,None,865.1425860000309,865.8409970666437,866.1452531999676,866.1380386999808,866.1385137999896,866.1452531999676,866.1452531999676,866.1452531999676,867.7664939999813,45,1,[1.6211000999901444],[1.6211034998996183],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,104,8,8,space,6.870974599965848,None,96,1,[6.847953599994071],[6.847956900019199],8,8,104,3,867.7741083999863,,867.7666471999837,867.7741083999863,868.7577095000306,868.7577095000306,868.7659474000102,875.6336316999514,space,6.870974599965848,None,875.6347868000157,875.7407662666558,876.0511793999467,876.0396019000327,876.0402787999483,876.0511793999467,876.0511793999467,876.0511793999467,882.8992845000466,96,1,[6.847953599994071],[6.847956900019199],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,105,9,8,space,7.273461700067855,None,931,1,[4.209298299974762],[4.20930230000522],8,9,105,5,882.9071217000019,,882.8994191000238,882.9071217000019,883.8908908000449,883.8908908000449,883.898997799959,891.1662298999727,space,7.273461700067855,None,891.1671029999852,891.86592626671,892.1731975999428,892.1627825000323,892.1632552000228,892.1731975999428,892.1731975999428,892.1731975999428,896.3826666000532,931,1,[4.209298299974762],[4.20930230000522],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,400,unexp,106,10,8,space,0.4388749999925494,None,70,1,[1.7281718000303954],[1.7281755999429151],8,10,106,1,896.3905942999991,,896.3828093999764,896.3905942999991,897.3736667999765,897.3736667999765,897.3824867999647,897.8167257000459,space,0.4388749999925494,None,897.8171896999702,898.2236272666526,898.5299005999696,898.522450700053,898.5228411999997,898.5299005999696,898.5299005999696,898.5299005999696,900.2582532999804,70,1,[1.7281718000303954],[1.7281755999429151],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,107,11,8,space,1.3179391000885516,None,043,1,[2.4962474000640213],[2.4962505999719724],8,11,107,10,900.2652197999414,,900.258391499985,900.2652197999414,901.2569886000128,901.2569886000128,901.2569886000128,902.5823517000536,space,1.3179391000885516,None,902.5830915999832,902.9817640666772,903.2858746000566,903.277803099947,903.2782097000163,903.2858746000566,903.2858746000566,903.2858746000566,905.7822704999708,043,1,[2.4962474000640213],[2.4962505999719724],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,108,0,9,space,1.8381353999720886,None,123,1,[2.139336400083266],[2.1393402999965474],9,0,108,3,905.7903449999867,,905.7824036000529,905.7903449999867,906.7738486999879,906.7738486999879,906.7817023999523,908.6160677999724,space,1.8381353999720886,None,908.6168039999902,908.7237162666318,909.0348544999724,909.0240023999941,909.02471779997,909.0348544999724,909.0348544999724,909.0348544999724,911.174331999966,123,1,[2.139336400083266],[2.1393402999965474],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,400,unexp,109,1,9,space,1.710386999999173,None,476,1,[1.9674501999979839],[1.9674537000246346],9,1,109,2,911.1814715999644,,911.1744616000215,911.1814715999644,912.1652939999476,912.1652939999476,912.1735084999818,913.8825514999917,space,1.710386999999173,None,913.8832477000542,914.5818226666345,914.8820241000503,914.8755589999491,914.8759322999977,914.8820241000503,914.8820241000503,914.8820241000503,916.8496650999878,476,1,[1.9674501999979839],[1.9674537000246346],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,400,unexp,110,2,9,space,0.9837704999372363,None,904,1,[3.607530399924144],[3.6075342999538407],9,2,110,1,916.857057300047,,916.8498244000366,916.857057300047,917.8482660000445,917.8482660000445,917.8482660000445,918.8328979000216,space,0.9837704999372363,None,918.833602800034,919.2396319666334,919.5425396000501,919.536107199965,919.536507199984,919.5425396000501,919.5425396000501,919.5425396000501,923.1502206999576,904,1,[3.607530399924144],[3.6075342999538407],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,111,3,9,space,0.6733351999428123,None,755,1,[3.017537000006996],[3.0175409000366926],9,3,111,11,923.1566217000363,,923.1503579999553,923.1566217000363,924.1483343000291,924.1483343000291,924.1483343000291,924.8241327999858,space,0.6733351999428123,None,924.8244568000082,925.5232175667227,925.8323697999585,925.8252001999645,925.8256499000126,925.8323697999585,925.8323697999585,925.8323697999585,928.8500595999649,755,1,[3.017537000006996],[3.0175409000366926],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,400,unexp,112,4,9,space,1.7115972000174224,None,300,1,[2.251341599971056],[2.251345399999991],9,4,112,0,928.856573499972,,928.8501912000356,928.856573499972,929.8480523000471,929.8480523000471,929.8480523000471,931.565413699951,space,1.7115972000174224,None,931.5657869999995,931.6645742667063,931.9728873999557,931.9654812000226,931.9659160999581,931.9728873999557,931.9728873999557,931.9728873999557,934.2243875999702,300,1,[2.251341599971056],[2.251345399999991],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,113,5,9,space,1.7936123000690714,None,400 ,1,[3.5312594999559224],[3.5312641999917105],9,5,113,9,934.2313730999595,,934.2245199000463,934.2313730999595,935.2231743000448,935.2231743000448,935.2231743000448,937.0237730999943,space,1.7936123000690714,None,937.0241284000222,937.130985466709,937.4342962000519,937.4276514999801,937.4280352999922,937.4342962000519,937.4342962000519,937.4342962000519,940.9656982000452,400 ,1,[3.5312594999559224],[3.5312641999917105],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,114,6,9,space,1.8000787999480963,None,340 ,1,[2.5675051000434905],[2.567509099957533],9,6,114,5,940.9729845999973,,940.965859399992,940.9729845999973,941.9647614000132,941.9647614000132,941.9647614000132,943.7655434999615,space,1.8000787999480963,None,943.7662642999785,944.4649165666817,944.7722673000535,944.7644992000423,944.7649365999969,944.7722673000535,944.7722673000535,944.7722673000535,947.3399241999723,340 ,1,[2.5675051000434905],[2.567509099957533],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,115,7,9,space,1.6480947999516502,None,203,1,[2.5063429001020268],[2.5063463000115007],9,7,115,6,947.3475648999447,,947.340067400015,947.3475648999447,948.3307962999679,948.3307962999679,948.3390245999908,949.9813524000347,space,1.6480947999516502,None,949.9817491000285,950.0805642667149,950.383058700012,950.3761645000195,950.3766070000129,950.383058700012,950.383058700012,950.383058700012,952.8895580000244,203,1,[2.5063429001020268],[2.5063463000115007],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,116,8,9,space,0.5806011999957263,None,500,1,[3.3762528999941424],[3.3762560000177473],9,8,116,7,952.8975771999685,,952.8897042999743,952.8975771999685,953.8810362999793,953.8810362999793,953.8891757000238,954.4645872999681,space,0.5806011999957263,None,954.4654513000278,954.8647110666536,955.1714777000016,955.1638055000221,955.164268799941,955.1714777000016,955.1714777000016,955.1714777000016,958.5478848000057,500,1,[3.3762528999941424],[3.3762560000177473],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,117,9,9,space,0.8456979000475258,None,760,1,[9.590080100111663],[9.590083500021137],9,9,117,4,958.5558649000013,,958.5480186999775,958.5558649000013,959.539195099962,959.539195099962,959.5475205000257,960.3896353000309,space,0.8456979000475258,None,960.39010650001,960.7889393666449,961.0907658999786,961.0832176000113,961.0836762000108,961.0907658999786,961.0907658999786,961.0907658999786,970.6810674000299,760,1,[9.590080100111663],[9.590083500021137],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,118,10,9,space,1.9600723000476137,None,100,1,[10.587849600007758],[10.587854500045069],9,10,118,10,970.6888824000489,,970.6812240999425,970.6888824000489,971.6722648999421,971.6722648999421,971.680338999955,973.6396454999922,space,1.9600723000476137,None,973.6400095999707,974.0387662666074,974.3429907000391,974.3359608999453,974.336364799994,974.3429907000391,974.3429907000391,974.3429907000391,984.9310025000013,100,1,[10.587849600007758],[10.587854500045069],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,119,11,9,space,0.935211299918592,None,400,1,[3.5666078000795096],[3.5666115999920294],9,11,119,8,984.9386189000215,,984.9311459000455,984.9386189000215,985.9220785000362,985.9220785000362,985.9302993000019,986.8643001000164,space,0.935211299918592,None,986.864677399979,987.5635102666604,987.8728723999811,987.8660982999718,987.8665069000563,987.8728723999811,987.8728723999811,987.8728723999811,991.4396299000364,400,1,[3.5666078000795096],[3.5666115999920294],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,120,0,10,space,0.39125019998755306,None,350,1,[1.780419599963352],[1.7804234999930486],10,0,120,8,991.4470495999558,,991.4397753999801,991.4470495999558,992.4385213999776,992.4385213999776,992.4385213999776,992.8306087000528,space,0.39125019998755306,None,992.8313154999632,993.5300154666804,993.8341411999427,993.8266876999987,993.8271354000317,993.8341411999427,993.8341411999427,993.8341411999427,995.6147012000438,350,1,[1.780419599963352],[1.7804234999930486],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,121,1,10,space,0.41492510004900396,None,550,1,[1.6005825001047924],[1.6005866000195965],10,1,121,6,995.6218216000125,,995.6148408999434,995.6218216000125,996.6132918000221,996.6132918000221,996.6132918000221,997.0305484000128,space,0.41492510004900396,None,997.0309144000057,997.1303239666779,997.4308324999874,997.4257958000526,997.4260410999414,997.4308324999874,997.4308324999874,997.4308324999874,999.0315646999516,550,1,[1.6005825001047924],[1.6005866000195965],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,400,unexp,122,2,10,space,0.43175670003984123,None,650 ,1,[2.1928015999728814],[2.192812000052072],10,2,122,2,999.0383583999937,,999.0316975000314,999.0383583999937,1000.030264699948,1000.030264699948,1000.030264699948,1000.4635403000284,space,0.43175670003984123,None,1000.4639174999902,1001.1633334666878,1001.47175529995,1001.4665954000084,1001.4668642999604,1001.47175529995,1001.47175529995,1001.47175529995,1003.6649147999706,650 ,1,[2.1928015999728814],[2.192812000052072],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,123,3,10,space,3.1616037000203505,None,870,1,[2.000986099941656],[2.000990099972114],10,3,123,3,1003.6713382999878,,1003.6652551000006,1003.6713382999878,1004.6633490000386,1004.6633490000386,1004.6633490000386,1007.8304555000504,space,3.1616037000203505,None,1007.8310165000148,1007.9296412666483,1008.2293588999892,1008.2234813000541,1008.2238040999509,1008.2293588999892,1008.2293588999892,1008.2293588999892,1010.230519499979,870,1,[2.000986099941656],[2.000990099972114],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,124,4,10,space,0.36103989998809993,None,697,1,[3.336433000047691],[3.336437299964018],10,4,124,11,1010.2380701999646,,1010.2306950000348,1010.2380701999646,1011.2214101999998,1011.2214101999998,1011.2296693000244,1011.5886352000525,space,0.36103989998809993,None,1011.5890207999619,1012.2881353666928,1012.5936906000134,1012.5864625000395,1012.5871279999847,1012.5936906000134,1012.5936906000134,1012.5936906000134,1015.9302848000079,697,1,[3.336433000047691],[3.336437299964018],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,400,unexp,125,5,10,space,0.28615920001175255,None,904,1,[2.703202100005001],[2.703206899925135],10,5,125,0,1015.938088899944,,1015.9304328999715,1015.938088899944,1016.9212708000559,1016.9212708000559,1016.9294585000025,1017.2131674999837,space,0.28615920001175255,None,1017.2135447999462,1017.3128168666192,1017.6185648000101,1017.6122164999833,1017.6125957999611,1017.6185648000101,1017.6185648000101,1017.6185648000101,1020.3219799000071,904,1,[2.703202100005001],[2.703206899925135],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,126,6,10,space,5.195136000053026,None,231,1,[3.0452068999875337],[3.0452106000157073],10,6,126,10,1020.3294316000538,,1020.3221304999897,1020.3294316000538,1021.3129926000256,1021.3129926000256,1021.3213178999722,1026.513169700047,space,5.195136000053026,None,1026.5135702999542,1026.912787866608,1027.2104753999738,1027.2053127000108,1027.2055910000345,1027.2104753999738,1027.2104753999738,1027.2104753999738,1030.2558501999592,231,1,[3.0452068999875337],[3.0452106000157073],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,127,7,10,space,4.534421400050633,None,444,1,[1.8690235000103712],[1.8690273000393063],10,7,127,5,1030.2628159000305,,1030.2559922999935,1030.2628159000305,1031.254219800001,1031.254219800001,1031.254219800001,1035.796524400008,space,4.534421400050633,None,1035.7969451999525,1036.4961596666292,1036.8029299000045,1036.7964692000533,1036.7968213000568,1036.8029299000045,1036.8029299000045,1036.8029299000045,1038.6721056000097,444,1,[1.8690235000103712],[1.8690273000393063],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,128,8,10,space,0.49953749997075647,None,334,1,[2.8375070999609306],[2.8375108999898657],10,8,128,9,1038.6792724999832,,1038.6722401999868,1038.6792724999832,1039.670878999983,1039.670878999983,1039.670878999983,1040.1711254999973,space,0.49953749997075647,None,1040.1716446999926,1040.2708575666804,1040.5757803999586,1040.568522799993,1040.5689293999458,1040.5757803999586,1040.5757803999586,1040.5757803999586,1043.4134431000566,334,1,[2.8375070999609306],[2.8375108999898657],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,400,unexp,129,9,10,space,0.804457199992612,None,567,1,[4.312404799973592],[4.312413300038315],10,9,129,1,1043.4209161000326,,1043.4135912000202,1043.4209161000326,1044.4042168000014,1044.4042168000014,1044.4126928000478,1045.2131642999593,space,0.804457199992612,None,1045.2137930999743,1045.6123756666823,1045.917118399986,1045.90838909999,1045.9088386000367,1045.917118399986,1045.917118399986,1045.917118399986,1050.2297416999936,567,1,[4.312404799973592],[4.312413300038315],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,130,10,10,space,0.6619152000639588,None,125,1,[3.412933300016448],[3.41294139996171],10,10,130,4,1050.237565199961,,1050.2299360999605,1050.237565199961,1051.22081790003,1051.22081790003,1051.2291345000267,1051.8878428000025,space,0.6619152000639588,None,1051.8881948000053,1052.2875490666522,1052.5917772999965,1052.5836131999968,1052.5840243999846,1052.5917772999965,1052.5917772999965,1052.5917772999965,1056.00495089998,125,1,[3.412933300016448],[3.41294139996171],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,131,11,10,space,1.0565271000377834,None,465,1,[2.6562641999917105],[2.6562678000191227],10,11,131,7,1056.012371800025,,1056.0051426000427,1056.012371800025,1057.00408470002,1057.00408470002,1057.00408470002,1058.0624256000156,space,1.0565271000377834,None,1058.0632044000085,1058.4623400666208,1058.7735609000083,1058.7645337999566,1058.7649845000124,1058.7735609000083,1058.7735609000083,1058.7735609000083,1061.4299834000412,465,1,[2.6562641999917105],[2.6562678000191227],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,132,0,11,space,3.089069899986498,None,923,1,[4.400654600001872],[4.400658500031568],11,0,132,5,1061.4371505000163,,1061.4301160000032,1061.4371505000163,1062.4206064000027,1062.4206064000027,1062.4288162000012,1065.512611299986,space,3.089069899986498,None,1065.5129775999812,1066.2120112666782,1066.513025799999,1066.5072425999679,1066.507549699978,1066.513025799999,1066.513025799999,1066.513025799999,1070.913827399956,923,1,[4.400654600001872],[4.400658500031568],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,133,1,11,space,4.2184811000479385,None,674,1,[5.296879000030458],[5.296884499955922],11,1,133,6,1070.920515900012,,1070.9139588000253,1070.920515900012,1071.9120488000335,1071.9120488000335,1071.9120488000335,1076.137732699979,space,4.2184811000479385,None,1076.1381044000154,1076.245300266721,1076.5491303999443,1076.5435740000103,1076.5438534000423,1076.5491303999443,1076.5491303999443,1076.5491303999443,1081.8462038999423,674,1,[5.296879000030458],[5.296884499955922],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,134,2,11,space,1.4023416000418365,None,888,1,[5.019454800058156],[5.019460900104605],11,2,134,8,1081.8538239999907,,1081.846374799963,1081.8538239999907,1082.8449540999718,1082.8449540999718,1082.8449540999718,1084.2566866000416,space,1.4023416000418365,None,1084.2570726999547,1084.9617301666333,1085.2594332000008,1085.254129900015,1085.2544022999937,1085.2594332000008,1085.2594332000008,1085.2594332000008,1090.2791175999446,888,1,[5.019454800058156],[5.019460900104605],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,135,3,11,space,2.735722800018266,None,654,1,[6.771681500016712],[6.771685599931516],11,3,135,10,1090.2866773999995,,1090.2793284000363,1090.2866773999995,1091.2698417999782,1091.2698417999782,1091.2782748000463,1094.0122707999544,space,2.735722800018266,None,1094.0126226999564,1094.4115040666113,1094.7155907000415,1094.708557600039,1094.7089948999928,1094.7155907000415,1094.7155907000415,1094.7155907000415,1101.4875247000018,654,1,[6.771681500016712],[6.771685599931516],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,400,unexp,136,4,11,space,0.5528297000564635,None,0459,1,[2.022348100086674],[2.0223523000022396],11,4,136,2,1101.4947212999687,,1101.4877381999977,1101.4947212999687,1102.4863724999595,1102.4863724999595,1102.4863724999595,1103.0456269000424,space,0.5528297000564635,None,1103.0459629000397,1103.7447539666357,1104.048264299985,1104.0431453000056,1104.0438639000058,1104.048264299985,1104.048264299985,1104.048264299985,1106.0707677999744,0459,1,[2.022348100086674],[2.0223523000022396],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,137,5,11,space,0.6981362000806257,None,333,1,[2.3314819000661373],[2.331491900025867],11,5,137,4,1106.0781153000426,,1106.0709224999882,1106.0781153000426,1107.069569800049,1107.069569800049,1107.069569800049,1107.7699823000003,space,0.6981362000806257,None,1107.7703879999463,1108.169803066707,1108.47257480002,1108.4656427999726,1108.4658679000568,1108.47257480002,1108.47257480002,1108.47257480002,1110.8043778999709,333,1,[2.3314819000661373],[2.331491900025867],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,138,6,11,space,0.522472899989225,None,654,1,[2.36496670008637],[2.3649711000034586],11,6,138,3,1110.8119297999656,,1110.804741299944,1110.8119297999656,1111.8031059999485,1111.8031059999485,1111.8031059999485,1112.3285386000061,space,0.522472899989225,None,1112.3289007999701,1112.4280753667156,1112.7311578999506,1112.7226241000462,1112.7230352000333,1112.7311578999506,1112.7311578999506,1112.7311578999506,1115.096288700006,654,1,[2.36496670008637],[2.3649711000034586],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,139,7,11,space,0.30470410000998527,None,745,1,[2.382218200014904],[2.382222600048408],11,7,139,11,1115.1031629999634,,1115.0964359999634,1115.1031629999634,1116.094731500023,1116.094731500023,1116.094731500023,1116.4037230999675,space,0.30470410000998527,None,1116.4041116000153,1117.1027526666333,1117.4126741000218,1117.4040918999817,1117.4045772999525,1117.4126741000218,1117.4126741000218,1117.4126741000218,1119.7950565000065,745,1,[2.382218200014904],[2.382222600048408],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,400,unexp,140,8,11,space,0.5567740000551566,None,222,1,[2.3719419999979436],[2.37194520002231],11,8,140,1,1119.8026850000024,,1119.7952239000006,1119.8026850000024,1120.7865045999642,1120.7865045999642,1120.7948714999948,1121.3449928000337,space,0.5567740000551566,None,1121.3457192999776,1121.744482366663,1122.0564850999508,1122.046859199996,1122.0473485999973,1122.0564850999508,1122.0564850999508,1122.0564850999508,1124.4285835999763,222,1,[2.3719419999979436],[2.37194520002231],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,141,9,11,space,1.0392203000374138,None,354,1,[3.2037971999961883],[3.2038106999825686],11,9,141,7,1124.4367579000536,,1124.4287181999534,1124.4367579000536,1125.4193651999813,1125.4193651999813,1125.4275730999652,1126.461315899971,space,1.0392203000374138,None,1126.4616985999746,1126.8610941667032,1127.1680911999429,1127.1627240000525,1127.1629810000304,1127.1680911999429,1127.1680911999429,1127.1680911999429,1130.3721597000258,354,1,[3.2037971999961883],[3.2038106999825686],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,400,unexp,142,10,11,space,3.6587971999542788,None,333,1,[2.5453423000872135],[2.5453458999982104],11,10,142,0,1130.3778112999862,,1130.3723494999576,1130.3778112999862,1131.3694321999792,1131.3694321999792,1131.3694321999792,1135.0287807000568,space,3.6587971999542788,None,1135.029350399971,1135.1359014666562,1135.4414644000353,1135.4355164000299,1135.4358106999425,1135.4414644000353,1135.4414644000353,1135.4414644000353,1137.9869630000321,333,1,[2.5453423000872135],[2.5453458999982104],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,143,11,11,space,16.485416399897076,None,444,1,[17.397288399981335],[17.3972929000156],11,11,143,9,1137.9942270000465,,1137.987096900004,1137.9942270000465,1138.986035299953,1138.986035299953,1138.986035299953,1155.4777351999655,space,16.485416399897076,None,1155.4780809000367,1155.5772594666962,1155.88013960002,1155.8734629000537,1155.8739088999573,1155.88013960002,1155.88013960002,1155.88013960002,1173.277569500031,444,1,[17.397288399981335],[17.3972929000156],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,144,0,12,space,0.8440693999873474,None,333,1,[14.340572600020096],[14.340576100046746],12,0,144,10,1173.2850752000231,,1173.2777103000553,1173.2850752000231,1174.268552100053,1174.268552100053,1174.276885499945,1175.119063799968,space,0.8440693999873474,None,1175.1199921000516,1175.518527866636,1175.8195165999932,1175.8136727999663,1175.8139364999952,1175.8195165999932,1175.8195165999932,1175.8195165999932,1190.160236799973,333,1,[14.340572600020096],[14.340576100046746],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,145,1,12,space,0.7090598000213504,None,212,1,[2.3978036999469623],[2.397807599976659],12,1,145,8,1190.168385499972,,1190.1603806000203,1190.168385499972,1191.1516206000233,1191.1516206000233,1191.1600186999422,1191.8687279999722,space,0.7090598000213504,None,1191.8691106999759,1192.5685148667,1192.871989200008,1192.8656974999467,1192.8660097999964,1192.871989200008,1192.871989200008,1192.871989200008,1195.2701356000034,212,1,[2.3978036999469623],[2.397807599976659],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,146,2,12,space,0.6537466000299901,None,900,1,[1.859545600018464],[1.8595490999286994],12,2,146,7,1195.2769298000494,,1195.2702673999593,1195.2769298000494,1196.2682857000036,1196.2682857000036,1196.2682857000036,1196.927497399971,space,0.6537466000299901,None,1196.928142299992,1197.3265762666163,1197.6343111000024,1197.6271189999534,1197.6275665999856,1197.6343111000024,1197.6343111000024,1197.6343111000024,1199.4940106000286,900,1,[1.859545600018464],[1.8595490999286994],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
