delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.7,1000,exp,24,0,2,space,20.89234179991763,None,550,1,[4.419359099934809],[4.419363499968313],2,0,24,8,141.4213268000167,,141.4139537999872,141.4213268000167,142.4124336000532,142.4124336000532,142.4124336000532,163.31252240005415,space,20.89234179991763,None,163.31305610004347,164.01240756671567,164.31887950003147,164.30984510004055,164.3104095000308,164.31887950003147,164.31887950003147,164.31887950003147,168.73854629998095,550,1,[4.419359099934809],[4.419363499968313],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,25,1,2,space,0.8099081000545993,None,340,1,[2.998173400061205],[2.998177199973725],2,1,25,5,168.74535680003464,,168.73869759996887,168.74535680003464,169.73713619995397,169.73713619995397,169.73713619995397,170.55391629994847,space,0.8099081000545993,None,170.55434429994784,171.2533980666815,171.56406080001034,171.55510190001223,171.55545079999138,171.56406080001034,171.56406080001034,171.56406080001034,174.56244819995482,340,1,[2.998173400061205],[2.998177199973725],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,400,unexp,26,2,2,space,0.3560097999870777,None,750,1,[5.289486700086854],[5.289492000010796],2,2,26,0,174.57004929997493,,174.56260229996406,174.57004929997493,175.55383590003476,175.55383590003476,175.56183180003427,175.91230480000377,space,0.3560097999870777,None,175.9126997999847,176.01187416661222,176.32260239997413,176.31472410005517,176.31503099994734,176.32260239997413,176.32260239997413,176.32260239997413,181.61238700000104,750,1,[5.289486700086854],[5.289492000010796],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,27,3,2,space,1.4896231999155134,None,300,1,[1.596671300008893],[1.596675100037828],2,3,27,9,181.62028050003573,,181.6125302000437,181.62028050003573,182.60341670003254,182.60341670003254,182.6118010999635,184.0955611000536,space,1.4896231999155134,None,184.09614949999377,184.19483606663223,184.50782059994526,184.49632879998535,184.49682250001933,184.50782059994526,184.50782059994526,184.50782059994526,186.10468860005494,300,1,[1.596671300008893],[1.596675100037828],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,28,4,2,space,0.4231858999701217,None,400,1,[1.6672305000247434],[1.6672400999814272],2,4,28,4,186.1117633000249,,186.10482949996367,186.1117633000249,187.0951422000071,187.0951422000071,187.1034132000059,187.52057970000897,space,0.4231858999701217,None,187.52100940002128,187.92004596669383,188.22166220005602,188.21426839998458,188.21471660002135,188.22166220005602,188.22166220005602,188.22166220005602,189.88918709999416,400,1,[1.6672305000247434],[1.6672400999814272],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,400,unexp,29,5,2,space,1.517563599976711,None,650,1,[2.0478985001100227],[2.0479057000484318],2,5,29,1,189.89587859995663,,189.88945060002152,189.89587859995663,190.88673679996282,190.88673679996282,190.89496389997657,192.41216529998928,space,1.517563599976711,None,192.4125294999685,192.81156086671788,193.11450340005103,193.10669729998335,193.10720049997326,193.11450340005103,193.11450340005103,193.11450340005103,195.16263839998282,650,1,[2.0478985001100227],[2.0479057000484318],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,1000,exp,30,6,2,space,60.69010859995615,None,455,1,[4.684926999965683],[4.684930599993095],2,6,30,11,195.1701519000344,,195.1627958000172,195.1701519000344,196.1617252000142,196.1617252000142,196.1617252000142,256.85393900005147,space,60.69010859995615,None,256.8552318000002,257.5608577667192,257.8672690000385,257.85594439995475,257.85658629995305,257.8672690000385,257.8672690000385,257.8672690000385,262.55236530001275,455,1,[4.684926999965683],[4.684930599993095],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.1,1000,exp,31,7,2,space,0.40273569989949465,None,300,1,[1.7684981999918818],[1.7685036000330001],2,7,31,6,262.5604329999769,,262.55250610003714,262.5604329999769,263.54393239994533,263.54393239994533,263.5523060000269,263.95342469995376,space,0.40273569989949465,None,263.9543324999977,264.0612694667109,264.36734390002675,264.36051869997755,264.36087760003284,264.36734390002675,264.36734390002675,264.36734390002675,266.13599370000884,300,1,[1.7684981999918818],[1.7685036000330001],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.7,400,unexp,32,8,2,space,0.3488197000697255,None,400,1,[1.3458281999919564],[1.3458368999417871],2,8,32,2,266.14351720002014,,266.13616570003796,266.14351720002014,267.12700400000904,267.12700400000904,267.13534839998465,267.47780969995074,space,0.3488197000697255,None,267.4788390999893,268.17701616668296,268.4813556999434,268.4740865000058,268.47449509997386,268.4813556999434,268.4813556999434,268.4813556999434,269.82732180005405,400,1,[1.3458281999919564],[1.3458368999417871],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,33,9,2,space,0.2827658999012783,None,300,1,[1.847691599978134],[1.8476957000093535],2,9,33,10,269.83534180000424,,269.82745500002056,269.83534180000424,270.8188377999468,270.8188377999468,270.82695649995003,271.1023696999764,space,0.2827658999012783,None,271.103130399948,271.50221866666493,271.81324419996236,271.80518360005226,271.8056584999431,271.81324419996236,271.81324419996236,271.81324419996236,273.6611025000457,300,1,[1.847691599978134],[1.8476957000093535],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
0.4,1000,exp,34,10,2,space,0.8770179999992251,None,250,1,[1.9186660000123084],[1.9186699000420049],2,10,34,7,273.66834249999374,,273.6612543000374,273.66834249999374,274.6522078999551,274.6522078999551,274.6603618999943,275.53553929994814,space,0.8770179999992251,None,275.5362159999786,275.935141066617,276.2420683000237,276.2349328000564,276.23528170003556,276.2420683000237,276.2420683000237,276.2420683000237,278.1608686000109,250,1,[1.9186660000123084],[1.9186699000420049],730764,001,2025-11-10_11h43.08.811,intentional binding,,2025.1.1,119.56073391497043,2025-11-10 11h43.14.233429 +0530,
