reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
27,50,21,10,3,1,l,2.5673511999775656,None,1,3,10,2,85.8526907999767,,85.84934409998823,85.8526907999767,86.83657829998992,86.83657829998992,86.84443789999932,89.41223529999843,l,2.5673511999775656,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,11,4,1,t,4.29419779998716,None,1,4,11,3,89.4218027999741,,89.4192867000238,89.4218027999741,90.40298549999716,90.40298549999716,90.4199193000095,94.70453059999272,t,4.29419779998716,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,12,5,1,t,1.9686197999981232,None,1,5,12,4,94.71352440002374,,94.71055800002068,94.71352440002374,95.70283050002763,95.70283050002763,95.71102089999476,97.6787028000108,t,1.9686197999981232,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,13,6,1,l,2.6004584000329487,None,1,6,13,0,97.6870594000211,,97.68393280002056,97.6870594000211,98.67003530001966,98.67003530001966,98.6779605000047,101.27881739998702,l,2.6004584000329487,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,14,0,2,t,2.3582212000037543,None,2,0,14,6,101.28682300000219,,101.28391019999981,101.28682300000219,102.26967810001224,102.26967810001224,102.2777770999819,104.62874509999529,t,2.3582212000037543,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,15,1,2,l,2.2366715000243858,None,2,1,15,2,104.6371665999759,,104.6343271000078,104.6371665999759,105.61923329997808,105.61923329997808,105.63638999999966,107.86204290000023,l,2.2366715000243858,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,16,2,2,l,4.327939699986018,None,2,2,16,0,107.87070430000313,,107.86764010001207,107.87070430000313,108.852639299992,108.852639299992,108.86911650002003,113.18694769998547,l,4.327939699986018,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,17,3,2,l,1.833375399990473,None,2,3,17,1,113.19577430002391,,113.19197929999791,113.19577430002391,114.18633850000333,114.18633850000333,114.19418310001493,116.02833860000828,l,1.833375399990473,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,18,4,2,t,3.4195586999994703,None,2,4,18,4,116.03624330001185,,116.03366790001746,116.03624330001185,117.01940970000578,117.01940970000578,117.02765230002115,120.44522270001471,t,3.4195586999994703,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,19,5,2,l,3.981750999984797,None,2,5,19,3,120.45387630001642,,120.45105109998258,120.45387630001642,121.44402499997523,121.44402499997523,121.45247770001879,125.42786779999733,l,3.981750999984797,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,20,6,2,l,3.8772257999517024,None,2,6,20,5,125.435750500008,,125.43276260001585,125.435750500008,126.42144080001162,126.42144080001162,126.42730059998576,130.3024145999807,l,3.8772257999517024,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,21,0,3,l,1.976531199994497,None,3,0,21,0,130.31140780000715,,130.308125999989,130.31140780000715,131.2945982000092,131.2945982000092,131.30218360002618,133.27822269999888,l,1.976531199994497,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,22,1,3,l,2.125793299986981,None,3,1,22,1,133.28536650002934,,133.28243770002155,133.28536650002934,134.27740289998474,134.27740289998474,134.27740289998474,136.4122728999937,l,2.125793299986981,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,23,2,3,l,1.7261054000118747,None,3,2,23,4,136.4199841999798,,136.41755240003113,136.4199841999798,137.41076850000536,137.41076850000536,137.41915510001127,139.14482899999712,l,1.7261054000118747,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,24,3,3,l,1.6138695999979973,None,3,3,24,3,139.1521962999832,,139.14952739997534,139.1521962999832,140.14361040003132,140.14361040003132,140.14361040003132,141.76272970001446,l,1.6138695999979973,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,25,4,3,l,1.6429241999867372,None,3,4,25,5,141.77179939998314,,141.7683366999845,141.77179939998314,142.76068040000973,142.76068040000973,142.76882469997508,144.41164920001756,l,1.6429241999867372,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,26,5,3,t,2.5912619999726303,None,3,5,26,6,144.42089660000056,,144.4180967999855,144.42089660000056,145.41058099997463,145.41058099997463,145.4187276000157,148.0025980999926,t,2.5912619999726303,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,27,6,3,l,4.433755499951076,None,3,6,27,2,148.01031220000004,,148.00609470001655,148.01031220000004,148.99346929998137,148.99346929998137,149.00210069998866,153.43590169999516,l,4.433755499951076,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,28,0,4,l,1.6318009000387974,None,4,0,28,1,153.44397640001262,,153.4414174000267,153.44397640001262,154.42697099997895,154.42697099997895,154.43619709997438,156.0609535999829,l,1.6318009000387974,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,29,1,4,l,3.069281600008253,None,4,1,29,3,156.06915120000485,,156.06593470001826,156.06915120000485,157.0605078000226,157.0605078000226,157.0605078000226,160.13623449997976,l,3.069281600008253,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,30,2,4,l,2.817945000017062,None,4,2,30,4,160.1447596999933,,160.14187599997967,160.1447596999933,161.1350919000106,161.1350919000106,161.14344910002546,163.96135679999134,l,2.817945000017062,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,31,3,4,t,2.1827357000438496,None,4,3,31,6,163.9707294999971,,163.96760560001712,163.9707294999971,164.96027869998943,164.96027869998943,164.968778999988,167.14385089999996,t,2.1827357000438496,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,32,4,4,l,2.0488563000108115,None,4,4,32,0,167.15314359997865,,167.14848650002386,167.15314359997865,168.13525990000926,168.13525990000926,168.15166859998135,170.18613709998317,l,2.0488563000108115,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,33,5,4,l,1.43720599997323,None,4,5,33,2,170.19508450001013,,170.19215950003127,170.19508450001013,171.1847122000181,171.1847122000181,171.19286690000445,172.62752560002264,l,1.43720599997323,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,34,6,4,t,4.586392000026535,None,4,6,34,5,172.63662549998844,,172.633479000011,172.63662549998844,173.62651610001922,173.62651610001922,173.6347925000009,178.21868520003045,t,4.586392000026535,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,35,0,5,l,1.8306473000557162,None,5,0,35,1,178.22632840002188,,178.22328580002068,178.22632840002188,179.20983320003143,179.20983320003143,179.21808459999738,181.0440637000138,l,1.8306473000557162,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,36,1,5,l,5.922741299960762,None,5,1,36,5,181.05334310000762,,181.0501993999933,181.05334310000762,182.04289199999766,182.04289199999766,182.05144740000833,187.96864189999178,l,5.922741299960762,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,37,2,5,l,1.1630927000078373,None,5,2,37,6,187.97656390001066,,187.97329029999673,187.97656390001066,188.95975500001805,188.95975500001805,188.96798249997664,190.12632560002385,l,1.1630927000078373,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,38,3,5,l,4.065885599993635,None,5,3,38,0,190.1341693000286,,190.13030110002728,190.1341693000286,191.1179804999847,191.1179804999847,191.12617960001808,195.18563060002634,l,4.065885599993635,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,39,4,5,l,2.9601082000299357,None,5,4,39,3,195.19462520000525,,195.19153910002206,195.19462520000525,196.17613759997766,196.17613759997766,196.1929559999844,199.1438962999964,l,2.9601082000299357,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,40,5,5,l,1.3645606999634765,None,5,5,40,2,199.15225909999572,,199.14983200002462,199.15225909999572,200.1438676000107,200.1438676000107,200.1511857000296,201.51061870000558,l,1.3645606999634765,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,41,6,5,l,2.823748999973759,None,5,6,41,4,201.51967940002214,,201.51688020001166,201.51967940002214,202.50934809999308,202.50934809999308,202.51769619999686,205.33503680001013,l,2.823748999973759,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,42,0,6,l,2.084673799981829,None,6,0,42,3,205.3439473999897,,205.33964050002396,205.3439473999897,206.32597850001184,206.32597850001184,206.34282189997612,208.41782610001974,l,2.084673799981829,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,43,1,6,l,1.4190740999765694,None,6,1,43,1,208.42647820001002,,208.4231044999906,208.42647820001002,209.40921479999088,209.40921479999088,209.41732800001046,210.83524330001092,l,1.4190740999765694,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,44,2,6,t,2.9222953999997117,None,6,2,44,5,210.84339609998278,,210.8404775999952,210.84339609998278,211.8260054999846,211.8260054999846,211.8343096000026,214.75116729998263,t,2.9222953999997117,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,45,3,6,l,2.7438683999935165,None,6,3,45,0,214.75910030002706,,214.75569189997623,214.75910030002706,215.74252079997677,215.74252079997677,215.75072970002657,218.49363889999222,l,2.7438683999935165,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,46,4,6,t,2.7028356999508105,None,6,4,46,6,218.5012990999967,,218.49885660002474,218.5012990999967,219.49227360001532,219.49227360001532,219.49227360001532,222.2007322999998,t,2.7028356999508105,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,47,5,6,l,3.2882316000177525,None,6,5,47,2,222.20851770002628,,222.20514249999542,222.20851770002628,223.19233669998357,223.19233669998357,223.20086169999558,226.48519630002556,l,3.2882316000177525,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,48,6,6,t,2.95964209997328,None,6,6,48,4,226.49522059998708,,226.49173230002634,226.49522059998708,227.4839199000271,227.4839199000271,227.4936884000199,230.4511949000298,t,2.95964209997328,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,49,0,7,l,2.0185317000141367,None,7,0,49,0,230.45899120002287,,230.45611040003132,230.45899120002287,231.44195649999892,231.44195649999892,231.45050370000536,233.468042100023,l,2.0185317000141367,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,50,1,7,t,3.5986608999664895,None,7,1,50,6,233.47563050000463,,233.47258090000832,233.47563050000463,234.46708470000885,234.46708470000885,234.46708470000885,238.06795460003195,t,3.5986608999664895,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,51,2,7,l,4.09520949999569,None,7,2,51,5,238.07646389998263,,238.07366019999608,238.07646389998263,239.06710149999708,239.06710149999708,239.075379899994,243.16821979999077,l,4.09520949999569,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,52,3,7,l,0.16407430003164336,None,7,3,52,3,243.1766322000185,,243.1736552999937,243.1766322000185,244.166819999984,244.166819999984,244.17544060002547,244.33448510000017,l,0.16407430003164336,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,53,4,7,l,0.1195401000441052,None,7,4,53,1,244.34309859998757,,244.3400898000109,244.34309859998757,245.32526820001658,245.32526820001658,245.34333000000333,245.4510740999831,l,0.1195401000441052,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,54,5,7,l,0.14248729997780174,None,7,5,54,2,245.459354599996,,245.45599649997894,245.459354599996,246.44187360000797,246.44187360000797,246.45047169999452,246.58521380001912,l,0.14248729997780174,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,55,6,7,l,0.1645528000080958,None,7,6,55,4,246.5929380999878,,246.59006140002748,246.5929380999878,247.58374540001387,247.58374540001387,247.58374540001387,247.75075369997649,l,0.1645528000080958,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,56,0,8,l,0.1824606999871321,None,8,0,56,5,247.7599532000022,,247.75704440003028,247.7599532000022,248.74151100002928,248.74151100002928,248.7585293999873,248.92584580002585,l,0.1824606999871321,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,57,1,8,l,0.3490470999968238,None,8,1,57,6,248.9332217000192,,248.92863640002906,248.9332217000192,249.92175809998298,249.92175809998298,249.92458960000658,250.27618629997596,l,0.3490470999968238,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,58,2,8,l,0.3875592999975197,None,8,2,58,3,250.28479589999188,,250.2819157000049,250.28479589999188,251.26672349998262,251.26672349998262,251.28345119999722,251.6588330999948,l,0.3875592999975197,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,59,3,8,l,0.420709399972111,None,8,3,59,1,251.66652580001391,,251.6636304000276,251.66652580001391,252.65020889998414,252.65020889998414,252.65852130000712,253.07586799998535,l,0.420709399972111,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,60,4,8,l,0.43484830000670627,None,8,4,60,4,253.0841700999881,,253.08120389998658,253.0841700999881,254.0677928000223,254.0677928000223,254.07553710002685,254.50989719998324,l,0.43484830000670627,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,61,5,8,l,0.4704165000002831,None,8,5,61,0,254.51789499999722,,254.51500000001397,254.51789499999722,255.50992029998451,255.50992029998451,255.51731070003007,255.9843447000021,l,0.4704165000002831,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,62,6,8,l,0.44417309999698773,None,8,6,62,2,255.99376490002032,,255.9906209000037,255.99376490002032,256.974965100002,256.974965100002,256.9915119999787,257.42599479999626,l,0.44417309999698773,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,63,0,9,l,0.43702339997980744,None,9,0,63,1,257.43409739999333,,257.4310717000044,257.43409739999333,258.4251739999745,258.4251739999745,258.4251739999745,258.8675319000031,l,0.43702339997980744,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,64,1,9,l,0.43124369997531176,None,9,1,64,5,258.8758692999836,,258.872632100014,258.8758692999836,259.8584583000047,259.8584583000047,259.86662960000103,260.2921353999991,l,0.43124369997531176,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,65,2,9,l,0.4920768000301905,None,9,2,65,2,260.3002708000131,,260.2971058000112,260.3002708000131,261.2836984000169,261.2836984000169,261.2920699000242,261.7845122999861,l,0.4920768000301905,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,66,3,9,l,0.47411180002382025,None,9,3,66,4,261.79337889997987,,261.79083020001417,261.79337889997987,262.7832023000228,262.7832023000228,262.7917934000143,263.2592730000033,l,0.47411180002382025,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,67,4,9,l,0.45517780003137887,None,9,4,67,6,263.26713320001727,,263.2640375000192,263.26713320001727,264.24987669999246,264.24987669999246,264.2583704999997,264.70906959997956,l,0.45517780003137887,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,68,5,9,l,0.4619764999952167,None,9,5,68,0,264.71737939998275,,264.71451999997953,264.71737939998275,265.7000299000065,265.7000299000065,265.7085373000009,266.1673099999898,l,0.4619764999952167,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,69,6,9,l,0.46812919998774305,None,9,6,69,3,266.17542179999873,,266.17245160002494,266.17542179999873,267.1582763000042,267.1582763000042,267.16686980001396,267.63419030001387,l,0.46812919998774305,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,70,0,10,l,0.46143309999024495,None,10,0,70,5,267.6418286000262,,267.638806700008,267.6418286000262,268.6245997999795,268.6245997999795,268.63317099999404,269.092410799989,l,0.46143309999024495,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
49,60,89,71,1,10,l,0.4553687000297941,None,10,1,71,4,269.1015008999966,,269.098373899993,269.1015008999966,270.08312600001227,270.08312600001227,270.09973289998015,270.54196609999053,l,0.4553687000297941,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
27,50,21,72,2,10,l,0.4833265999914147,None,10,2,72,2,270.551342700026,,270.54836830002023,270.551342700026,271.53333930001827,271.53333930001827,271.5496892000083,272.017509999976,l,0.4833265999914147,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,73,3,10,l,0.4737500000046566,None,10,3,73,3,272.0261253999779,,272.0229907000321,272.0261253999779,273.0161922000116,273.0161922000116,273.0244884000276,273.49189529998694,l,0.4737500000046566,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,74,4,10,l,0.42606299999170005,None,10,4,74,6,273.49961230001645,,273.49650010000914,273.49961230001645,274.4832623000257,274.4832623000257,274.4916072000051,274.9175903000287,l,0.42606299999170005,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,75,5,10,l,0.4715000000433065,None,10,5,75,0,274.92486710002413,,274.92263759998605,274.92486710002413,275.91609289997723,275.91609289997723,275.91609289997723,276.39280879998114,l,0.4715000000433065,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,76,6,10,l,0.37239520001458004,None,10,6,76,1,276.40230150002753,,276.3991889000172,276.40230150002753,277.3912221000064,277.3912221000064,277.3996915000025,277.7678549999837,l,0.37239520001458004,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
67,75,119,77,0,11,l,0.4822913999669254,None,11,0,77,5,277.7900924999849,,277.7853558000061,277.7900924999849,278.76611080003204,278.76611080003204,278.7828758999822,279.25090620003175,l,0.4822913999669254,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
15,35,13,78,1,11,l,0.45923400000901893,None,11,1,78,1,279.2604067000211,,279.25733679998666,279.2604067000211,280.24119929998415,280.24119929998415,280.25789770000847,280.7094852000009,l,0.45923400000901893,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
78,80,162,79,2,11,l,0.3992211000295356,None,11,2,79,6,280.718022999994,,280.7155167000019,280.718022999994,281.7079735000152,281.7079735000152,281.71660839999095,282.1088798000128,l,0.3992211000295356,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
40,55,62,80,3,11,l,0.4639216999639757,None,11,3,80,3,282.11892520001857,,282.1157451000181,282.11892520001857,283.0995155000128,283.0995155000128,283.1162547999993,283.56759290001355,l,0.4639216999639757,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
11,30,7,81,4,11,l,0.39917370001785457,None,11,4,81,0,283.5757325000013,,283.5722839999944,283.5757325000013,284.56622580002295,284.56622580002295,284.57463589997496,284.96705340000335,l,0.39917370001785457,None,707177,001,2025-11-03_09h32.38.498,delay discounting,,2025.1.1,119.6272414902909,2025-11-03 09h32.44.549456 +0530,
