pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-150,x,64,0,16,z,0,0.4164370000362396,None,16,0,64,0,,,,,178.35102130007,,178.33473530015908,178.35102130007,179.35014240001328,179.33383480017073,179.33383480017073,179.33383480017073,179.33383480017073,180.3493121000938,180.3493121000938,180.7662752000615,z,0,0.4164370000362396,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,65,1,16,x,0,0.5256205999758095,None,16,1,65,1,,,,,180.78243910009041,,180.76657960005105,180.78243910009041,181.79822810017504,181.781311100116,181.781311100116,181.781311100116,181.781311100116,182.7814831000287,182.7814831000287,183.31460340018384,x,0,0.5256205999758095,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,66,2,16,c,1,0.3653669999912381,None,16,2,66,2,,,,,183.33061770000495,,183.31491459999233,183.33061770000495,184.34621250000782,184.32931659999304,184.32931659999304,184.32931659999304,184.32931659999304,185.3285034999717,185.3285034999717,185.69581750012003,c,1,0.3653669999912381,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,67,3,16,v,0,0.5204328000545502,None,16,3,67,3,,,,,185.71176950004883,,185.69662520010024,185.71176950004883,186.71095940005034,186.71095940005034,186.71095940005034,186.71095940005034,186.71095940005034,187.70996250002645,187.70996250002645,188.2434307001531,v,0,0.5204328000545502,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,68,0,17,z,0,0.4480728998314589,None,17,0,68,0,,,,,188.25940440013073,,188.24369210004807,188.25940440013073,189.25876720016822,189.25876720016822,189.25876720016822,189.25876720016822,189.25876720016822,190.25922940019518,190.25922940019518,190.72459760005586,z,0,0.4480728998314589,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,69,1,17,x,0,0.42026820010505617,None,17,1,69,1,,,,,190.74182550003752,,190.72478780010715,190.74182550003752,191.75690370006487,191.72375910007395,191.72375910007395,191.72375910007395,191.72375910007395,192.7391651000362,192.7391651000362,193.17238430003636,x,0,0.42026820010505617,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,70,2,17,c,1,0.39675309997983277,None,17,2,70,2,,,,,193.18858289998025,,193.172635700088,193.18858289998025,194.18810290005058,194.17175710015,194.17175710015,194.17175710015,194.17175710015,195.18761060014367,195.18761060014367,195.58743509999476,c,1,0.39675309997983277,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,71,3,17,v,0,0.4286096999421716,None,17,3,71,3,,,,,195.60377659997903,,195.5877592000179,195.60377659997903,196.60295319999568,196.60295319999568,196.60295319999568,196.60295319999568,196.60295319999568,197.60169930011034,197.60169930011034,198.03512890008278,v,0,0.4286096999421716,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,72,0,18,z,0,1.80802939995192,None,18,0,72,0,,,,,198.05122730019502,,198.0353335000109,198.05122730019502,199.05072250007652,199.03410360007547,199.03410360007547,199.03410360007547,199.03410360007547,200.04976960015483,200.04976960015483,201.86500330013223,z,0,1.80802939995192,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,73,1,18,x,0,0.4148075000848621,None,18,1,73,1,,,,,201.8817429000046,,201.86565290018916,201.8817429000046,202.88079329999164,202.8642665001098,202.8642665001098,202.8642665001098,202.8642665001098,203.87997360015288,203.87997360015288,204.29765570000745,x,0,0.4148075000848621,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,74,2,18,c,1,0.41069639986380935,None,18,2,74,2,,,,,204.31293800007552,,204.29805770004168,204.31293800007552,205.3124967000913,205.3124967000913,205.3124967000913,205.3124967000913,205.3124967000913,206.31097019999288,206.31097019999288,206.72850620001554,c,1,0.41069639986380935,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,75,3,18,v,0,0.5301935998722911,None,18,3,75,3,,,,,206.74431440001354,,206.7289462001063,206.74431440001354,207.7438509000931,207.7438509000931,207.7438509000931,207.7438509000931,207.7438509000931,208.7424667000305,208.7424667000305,209.27656430006027,v,0,0.5301935998722911,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,76,0,19,z,0,0.48204310005530715,None,19,0,76,0,,,,,209.29233080008999,,209.27719980012625,209.29233080008999,210.29151390003972,210.29151390003972,210.29151390003972,210.29151390003972,210.29151390003972,211.29057830013335,211.29057830013335,211.77425450016744,z,0,0.48204310005530715,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,77,1,19,x,0,0.38285079994238913,None,19,1,77,1,,,,,211.79034680011682,,211.7746352001559,211.79034680011682,212.78946290002204,212.78946290002204,212.78946290002204,212.78946290002204,212.78946290002204,213.7884649001062,213.7884649001062,214.17250690003857,x,0,0.38285079994238913,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,78,2,19,c,1,0.3688457999378443,None,19,2,78,2,,,,,214.18804450007156,,214.17288760002702,214.18804450007156,215.1872041001916,215.1872041001916,215.1872041001916,215.1872041001916,215.1872041001916,216.1867823000066,216.1867823000066,216.56998540018685,c,1,0.3688457999378443,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,79,3,19,v,0,0.37772889994084835,None,19,3,79,3,,,,,216.58634690009058,,216.57023100019433,216.58634690009058,217.60206639999524,217.58559200004674,217.58559200004674,217.58559200004674,217.58559200004674,218.58479700004682,218.58479700004682,218.96882720012218,v,0,0.37772889994084835,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,80,0,20,z,0,0.39633879996836185,None,20,0,80,0,,,,,218.98415450006723,,218.96930540003814,218.98415450006723,219.98360550007783,219.98360550007783,219.98360550007783,219.98360550007783,219.98360550007783,220.98256180016324,220.98256180016324,221.38264010008425,z,0,0.39633879996836185,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,81,1,20,x,0,0.4884891000110656,None,20,1,81,1,,,,,221.39896570006385,,221.38284600013867,221.39896570006385,222.39827270014212,222.3815686001908,222.3815686001908,222.3815686001908,222.3815686001908,223.39771360019222,223.39771360019222,223.8968267000746,x,0,0.4884891000110656,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,82,2,20,c,1,0.3181231999769807,None,20,2,82,2,,,,,223.9132038000971,,223.8970288001001,223.9132038000971,224.91289450018667,224.89624180016108,224.89624180016108,224.89624180016108,224.89624180016108,225.91179640009068,225.91179640009068,226.23085730010644,c,1,0.3181231999769807,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,83,3,20,v,0,0.4161060999613255,None,20,3,83,3,,,,,226.24495279998519,,226.23105409997515,226.24495279998519,227.24408410000615,227.24408410000615,227.24408410000615,227.24408410000615,227.24408410000615,228.2432077000849,228.2432077000849,228.66051700012758,v,0,0.4161060999613255,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,84,0,21,z,0,0.976889899931848,None,21,0,84,0,,,,,228.67658940004185,,228.66101590008475,228.67658940004185,229.69233920006081,229.67580000008456,229.67580000008456,229.67580000008456,229.67580000008456,230.67504870006815,230.67504870006815,231.658111799974,z,0,0.976889899931848,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,85,1,21,x,0,0.3768612998537719,None,21,1,85,1,,,,,231.67382670007646,,231.65837710001506,231.67382670007646,232.68944790004753,232.67290760017931,232.67290760017931,232.67290760017931,232.67290760017931,233.67259440012276,233.67259440012276,234.05544260004535,x,0,0.3768612998537719,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,86,2,21,c,1,0.34031130000948906,None,21,2,86,2,,,,,234.07171050016768,,234.05574760003947,234.07171050016768,235.0712199001573,235.05467710015364,235.05467710015364,235.05467710015364,235.05467710015364,236.0703788001556,236.0703788001556,236.42029620008543,c,1,0.34031130000948906,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,87,3,21,v,0,0.3165724000427872,None,21,3,87,3,,,,,236.436540100025,,236.42057060007937,236.436540100025,237.43553870008327,237.4189840001054,237.4189840001054,237.4189840001054,237.4189840001054,238.43509150017053,238.43509150017053,238.76829689997248,v,0,0.3165724000427872,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,88,0,22,z,0,0.45041740010492504,None,22,0,88,0,,,,,238.78444329998456,,238.7685903001111,238.78444329998456,239.78377069998533,239.78377069998533,239.78377069998533,239.78377069998533,239.78377069998533,240.78307410003617,240.78307410003617,241.24974170001224,z,0,0.45041740010492504,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,89,1,22,x,0,0.4569404998328537,None,22,1,89,1,,,,,241.26591280009598,,241.25008280016482,241.26591280009598,242.26524200011045,242.26524200011045,242.26524200011045,242.26524200011045,242.26524200011045,243.26438380009495,243.26438380009495,243.7305461000651,x,0,0.4569404998328537,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,90,2,22,c,1,0.34945760015398264,None,22,2,90,2,,,,,243.74702630005777,,243.73074130015448,243.74702630005777,244.7465142000001,244.72941330005415,244.72941330005415,244.72941330005415,244.72941330005415,245.7454969000537,245.7454969000537,246.09621380013414,c,1,0.34945760015398264,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,91,3,22,v,0,0.33448479999788105,None,22,3,91,3,,,,,246.11189790000208,,246.09655450005084,246.11189790000208,247.11106200003996,247.11106200003996,247.11106200003996,247.11106200003996,247.11106200003996,248.11010940000415,248.11010940000415,248.46046279999427,v,0,0.33448479999788105,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,92,0,23,z,0,0.7312996999826282,None,23,0,92,0,,,,,248.4767905001063,,248.46072300011292,248.4767905001063,249.49225520016626,249.47551740007475,249.47551740007475,249.47551740007475,249.47551740007475,250.47617859998718,250.47617859998718,251.20879569998942,z,0,0.7312996999826282,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,93,1,23,x,0,0.5071533001028001,None,23,1,93,1,,,,,251.2245535000693,,251.20929270004854,251.2245535000693,252.22361099999398,252.22361099999398,252.22361099999398,252.22361099999398,252.22361099999398,253.22277650004253,253.22277650004253,253.73954139999114,x,0,0.5071533001028001,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,94,2,23,c,1,0.22967409994453192,None,23,2,94,2,,,,,253.7554669000674,,253.7398171001114,253.7554669000674,254.75498319999315,254.75498319999315,254.75498319999315,254.75498319999315,254.75498319999315,255.7540719001554,255.7540719001554,255.98777800006792,c,1,0.22967409994453192,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,95,3,23,v,0,0.15155580011196434,None,23,3,95,3,,,,,256.0037506001536,,255.98809280013666,256.0037506001536,257.0031518000178,257.0031518000178,257.0031518000178,257.0031518000178,257.0031518000178,258.001953399973,258.001953399973,258.1694536001887,v,0,0.15155580011196434,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,96,0,24,z,0,0.45879589999094605,None,24,0,96,0,,,,,258.1852884001564,,258.16985040018335,258.1852884001564,259.18453850015067,259.18453850015067,259.18453850015067,259.18453850015067,259.18453850015067,260.18355490011163,260.18355490011163,260.6508335999679,z,0,0.45879589999094605,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,97,1,24,x,0,0.38238650001585484,None,24,1,97,1,,,,,260.66673190006986,,260.6511739999987,260.66673190006986,261.6660910001956,261.6660910001956,261.6660910001956,261.6660910001956,261.6660910001956,262.6652061000932,262.6652061000932,263.04921020008624,x,0,0.38238650001585484,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,98,2,24,c,1,0.23308679996989667,None,24,2,98,2,,,,,263.06460750009865,,263.04992290004157,263.06460750009865,264.06589650013484,264.06589650013484,264.06589650013484,264.06589650013484,264.06589650013484,265.0629863999784,265.0629863999784,265.29760010004975,c,1,0.23308679996989667,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,99,3,24,v,0,0.38941870001144707,None,24,3,99,3,,,,,265.3130661000032,,265.29807620006613,265.3130661000032,266.3284948000219,266.31159800011665,266.31159800011665,266.31159800011665,266.31159800011665,267.31121610011905,267.31121610011905,267.7111319000833,v,0,0.38941870001144707,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,100,0,25,z,0,0.9432524999137968,None,25,0,100,0,,,,,267.7272673000116,,267.71138370013796,267.7272673000116,268.7265757001005,268.7265757001005,268.7265757001005,268.7265757001005,268.7265757001005,269.7268787000794,269.7268787000794,270.6762014001142,z,0,0.9432524999137968,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,101,1,25,x,0,1.1069327997975051,None,25,1,101,1,,,,,270.6918784000445,,270.67670510010794,270.6918784000445,271.69094850006513,271.69094850006513,271.69094850006513,271.69094850006513,271.69094850006513,272.6900275000371,272.6900275000371,273.80673420010135,x,0,1.1069327997975051,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,102,2,25,c,1,1.0489126001484692,None,25,2,102,2,,,,,273.822533500148,,273.8072930001654,273.822533500148,274.8381509000901,274.82136310008354,274.82136310008354,274.82136310008354,274.82136310008354,275.82107230019756,275.82107230019756,276.8707318000961,c,1,1.0489126001484692,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,103,3,25,v,0,0.7493580998852849,None,25,3,103,3,,,,,276.8870419000741,,276.87105950014666,276.8870419000741,277.9023394000251,277.88586100004613,277.88586100004613,277.88586100004613,277.88586100004613,278.8851179999765,278.8851179999765,279.6515453001484,v,0,0.7493580998852849,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,104,0,26,z,0,0.45912600005976856,None,26,0,104,0,,,,,279.6677199001424,,279.6517759000417,279.6677199001424,280.666670500068,280.666670500068,280.666670500068,280.666670500068,280.666670500068,281.66632750001736,281.66632750001736,282.1328084000852,z,0,0.45912600005976856,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,105,1,26,x,0,0.17226119991391897,None,26,1,105,1,,,,,282.14926430000924,,282.1330772000365,282.14926430000924,283.14778930018656,283.14778930018656,283.14778930018656,283.14778930018656,283.14778930018656,284.14710310008377,284.14710310008377,284.3310320000164,x,0,0.17226119991391897,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,106,2,26,c,1,0.001159900100901723,None,26,2,106,2,,,,,284.3473156001419,,284.33128150017,284.3473156001419,285.36284780013375,285.345985900145,285.345985900145,285.345985900145,285.345985900145,286.34552630013786,286.34552630013786,286.3627242001239,c,1,0.001159900100901723,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,107,3,26,v,0,0.33897330006584525,None,26,3,107,3,,,,,286.37894339999184,,286.3629398001358,286.37894339999184,287.3783182001207,287.3783182001207,287.3783182001207,287.3783182001207,287.3783182001207,288.3770746001974,288.3770746001974,288.7270723001566,v,0,0.33897330006584525,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,108,0,27,z,0,0.8323804999236017,None,27,0,108,0,,,,,288.7431702001486,,288.72738780011423,288.7431702001486,289.74243209999986,289.72585629997775,289.72585629997775,289.72585629997775,289.72585629997775,290.7420134001877,290.7420134001877,291.57595550012775,z,0,0.8323804999236017,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,109,1,27,x,0,0.43206449993886054,None,27,1,109,1,,,,,291.59144980018027,,291.57639060006477,291.59144980018027,292.5905652001966,292.5905652001966,292.5905652001966,292.5905652001966,292.5905652001966,293.58940230007283,293.58940230007283,294.02319680014625,x,0,0.43206449993886054,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,110,2,27,c,1,0.13511559995822608,None,27,2,110,2,,,,,294.0390258000698,,294.0237446001265,294.0390258000698,295.0386861001607,295.0386861001607,295.0386861001607,295.0386861001607,295.0386861001607,296.03780270018615,296.03780270018615,296.1881921000313,c,1,0.13511559995822608,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,111,3,27,v,0,0.18274739990010858,None,27,3,111,3,,,,,296.20428370009176,,296.18871180014685,296.20428370009176,297.20329900016077,297.20329900016077,297.20329900016077,297.20329900016077,297.20329900016077,298.20253920019604,298.20253920019604,298.38630550005473,v,0,0.18274739990010858,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,112,0,28,z,0,0.7614434999413788,None,28,0,112,0,,,,,298.40357600012794,,298.38653700007126,298.40357600012794,299.4184875001665,299.40138950012624,299.40138950012624,299.40138950012624,299.40138950012624,300.4005096000619,300.4005096000619,301.1672475000378,z,0,0.7614434999413788,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,113,1,28,x,0,2.5399500001221895,None,28,1,113,1,,,,,301.1834025999997,,301.1676547001116,301.1834025999997,302.182445500046,302.182445500046,302.182445500046,302.182445500046,302.182445500046,303.1814613000024,303.1814613000024,305.7299073000904,x,0,2.5399500001221895,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,114,2,28,c,1,0.6035718000493944,None,28,2,114,2,,,,,305.7462285000365,,305.7301482001785,305.7462285000365,306.7622064000461,306.745394699974,306.745394699974,306.745394699974,306.745394699974,307.7447069999762,307.7447069999762,308.36124910018407,c,1,0.6035718000493944,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,115,3,28,v,0,0.46980229998007417,None,28,3,115,3,,,,,308.37735580001026,,308.3615904999897,308.37735580001026,309.3762639001943,309.3762639001943,309.3762639001943,309.3762639001943,309.3762639001943,310.3758345001843,310.3758345001843,310.85955799999647,v,0,0.46980229998007417,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,116,0,29,z,0,2.1433540999423712,None,29,0,116,0,,,,,310.87530359998345,,310.8599285001401,310.87530359998345,311.8744771000929,311.8744771000929,311.8744771000929,311.8744771000929,311.8744771000929,312.87370830005966,312.87370830005966,315.02247130009346,z,0,2.1433540999423712,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,117,1,29,x,0,0.3709096999373287,None,29,1,117,1,,,,,315.0385926000308,,315.02297170017846,315.0385926000308,316.03762260009535,316.03762260009535,316.03762260009535,316.03762260009535,316.03762260009535,317.03702990012243,317.03702990012243,317.42020429996774,x,0,0.3709096999373287,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,118,2,29,c,1,0.3911735999863595,None,29,2,118,2,,,,,317.4367288001813,,317.4204885000363,317.4367288001813,318.4522938001901,318.4358364001382,318.4358364001382,318.4358364001382,318.4358364001382,319.4351101000793,319.4351101000793,319.83542999997735,c,1,0.3911735999863595,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,119,3,29,v,0,0.4613348999992013,None,29,3,119,3,,,,,319.8515333000105,,319.83581300009973,319.8515333000105,320.8507803999819,320.8507803999819,320.8507803999819,320.8507803999819,320.8507803999819,321.8498896001838,321.8498896001838,322.316422900185,v,0,0.4613348999992013,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,120,0,30,z,0,0.45831819996237755,None,30,0,120,0,,,,,322.33265990018845,,322.3167398001533,322.33265990018845,323.3318010000512,323.3152591001708,323.3152591001708,323.3152591001708,323.3152591001708,324.3307752001565,324.3307752001565,324.79765260010026,z,0,0.45831819996237755,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,121,1,30,x,0,0.35520790005102754,None,30,1,121,1,,,,,324.8136273000855,,324.79798490018584,324.8136273000855,325.8126576000359,325.8126576000359,325.8126576000359,325.8126576000359,325.8126576000359,326.81231410009786,326.81231410009786,327.1787897001486,x,0,0.35520790005102754,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,122,2,30,c,1,0.2780416999012232,None,30,2,122,2,,,,,327.19504800019786,,327.1789890001528,327.19504800019786,328.1945883000735,328.17818160005845,328.17818160005845,328.17818160005845,328.17818160005845,329.19363200012594,329.19363200012594,329.47752720001154,c,1,0.2780416999012232,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,123,3,30,v,0,0.34592109988443553,None,30,3,123,3,,,,,329.49314719997346,,329.4780502000358,329.49314719997346,330.4926186001394,330.4926186001394,330.4926186001394,330.4926186001394,330.4926186001394,331.4915077001788,331.4915077001788,331.8426163000986,v,0,0.34592109988443553,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,124,0,31,z,0,0.4741490001324564,None,31,0,124,0,,,,,331.85851819999516,,331.84309950005263,331.85851819999516,332.8738030001987,332.85699650016613,332.85699650016613,332.85699650016613,332.85699650016613,333.85649810009636,333.85649810009636,334.34003710001707,z,0,0.4741490001324564,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-50,v,125,1,31,x,0,0.36566630005836487,None,31,1,125,1,,,,,334.3561974000186,,334.3404021000024,334.3561974000186,335.35524659999646,335.35524659999646,335.35524659999646,335.35524659999646,335.35524659999646,336.33784970012493,336.33784970012493,336.7046637001913,x,0,0.36566630005836487,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
50,c,126,2,31,c,1,0.3082026999909431,None,31,2,126,2,,,,,336.7205637001898,,336.7049332000315,336.7205637001898,337.71968700014986,337.71968700014986,337.71968700014986,337.71968700014986,337.71968700014986,338.71921070013195,338.71921070013195,339.03623790014535,c,1,0.3082026999909431,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
150,z,127,3,31,v,0,0.13376300013624132,None,31,3,127,3,,,,,339.05205850000493,,339.03673849999905,339.05205850000493,340.0516459001228,340.0516459001228,340.0516459001228,340.0516459001228,340.0516459001228,341.05044710007496,341.05044710007496,341.20067120017484,v,0,0.13376300013624132,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
-150,x,128,0,32,z,0,0.35372460004873574,None,32,0,128,0,,,,,341.21714550000615,,341.2009980001021,341.21714550000615,342.2165056001395,342.2165056001395,342.2165056001395,342.2165056001395,342.2165056001395,343.2156118999701,343.2156118999701,343.5821102000773,z,0,0.35372460004873574,None,,,,,773587,001,2025-10-02_21h51.03.181,motor sequence,,2025.1.1,60.27258876655215,2025-10-02 21h51.06.203059 +0530,
