reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
15,35,13,26,5,3,l,3.08590899995761,None,3,5,26,1,156.8548729000031,,156.85161119996337,156.8548729000031,157.84466679999605,157.84466679999605,157.85245129995747,160.9371765999822,l,3.08590899995761,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,27,6,3,t,3.2969642999814823,None,3,6,27,0,160.94532159995288,,160.94220529997256,160.94532159995288,161.9361007999978,161.9361007999978,161.94551719998708,165.2367182999733,t,3.2969642999814823,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
67,75,119,28,0,4,t,1.956150499987416,None,4,0,28,5,165.24518809997244,,165.2421131999581,165.24518809997244,166.2278405999532,166.2278405999532,166.23628449998796,168.18631719995756,t,1.956150499987416,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
15,35,13,29,1,4,t,6.691680799995083,None,4,1,29,1,168.19436459999997,,168.19052720000036,168.19436459999997,169.1774710000027,169.1774710000027,169.18578419997357,175.8702499999781,t,6.691680799995083,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
27,50,21,30,2,4,l,2.1535101999761537,None,4,2,30,2,175.87876509997295,,175.87509319995297,175.87876509997295,176.86124889994971,176.86124889994971,176.86959279997973,179.02030889998423,l,2.1535101999761537,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
40,55,62,31,3,4,l,3.144028700015042,None,4,3,31,3,179.02949009998702,,179.02618679997977,179.02949009998702,180.0194579999661,180.0194579999661,180.02762219996657,183.1702871999587,l,3.144028700015042,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
49,60,89,32,4,4,t,2.6987763000070117,None,4,4,32,4,183.17975259997183,,183.1767912999494,183.17975259997183,184.16928819997702,184.16928819997702,184.17742409999482,186.87013860000297,t,2.6987763000070117,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
78,80,162,33,5,4,t,3.129994800023269,None,4,5,33,6,186.87925569998333,,186.87492629996268,186.87925569998333,187.86081079998985,187.86081079998985,187.87737369997194,190.99493859999347,t,3.129994800023269,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,34,6,4,l,2.16345029999502,None,4,6,34,0,191.0044197999523,,191.0010961999651,191.0044197999523,191.99428089999128,191.99428089999128,192.0023566999589,194.16178949997993,l,2.16345029999502,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
78,80,162,35,0,5,t,3.1152585999807343,None,5,0,35,6,194.1708025999833,,194.16791159997229,194.1708025999833,195.16066870000213,195.16066870000213,195.16066870000213,198.2780942999525,t,3.1152585999807343,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
49,60,89,36,1,5,l,3.328557200031355,None,5,1,36,4,198.28643269999884,,198.2836505000014,198.28643269999884,199.2691464999807,199.2691464999807,199.27731949998997,202.6022842999664,l,3.328557200031355,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
15,35,13,37,2,5,l,7.128247499989811,None,5,2,37,1,202.6099459999823,,202.6067028999678,202.6099459999823,203.59380889998283,203.59380889998283,203.60203449998517,210.72737729997607,l,7.128247499989811,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,38,3,5,l,1.926047999993898,None,5,3,38,0,210.7354318999569,,210.73231219995068,210.7354318999569,211.71859279996715,211.71859279996715,211.72653759998502,213.65286489995196,l,1.926047999993898,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
67,75,119,39,4,5,t,4.416397799970582,None,5,4,39,5,213.66136249998817,,213.658790699963,213.66136249998817,214.64331449999008,214.64331449999008,214.6602361999685,219.06116439995822,t,4.416397799970582,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
27,50,21,40,5,5,t,2.893247900006827,None,5,5,40,2,219.06884019996505,,219.0660900999792,219.06884019996505,220.05174709996209,220.05174709996209,220.0603556999704,222.95339300000342,t,2.893247900006827,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
40,55,62,41,6,5,t,2.7704117000102997,None,5,6,41,3,222.9623658999917,,222.95935139997164,222.9623658999917,223.95144779997645,223.95144779997645,223.96015080000507,226.72769859997788,t,2.7704117000102997,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
27,50,21,42,0,6,l,3.2791591999703087,None,6,0,42,2,226.73644899995998,,226.73349749995396,226.73644899995998,227.72626189998118,227.72626189998118,227.735074599972,231.01024049997795,l,3.2791591999703087,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
49,60,89,43,1,6,t,3.0036214999854565,None,6,1,43,4,231.0180807999568,,231.01504589995602,231.0180807999568,232.0014599999995,232.0014599999995,232.01013019995298,235.01121129997773,t,3.0036214999854565,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
67,75,119,44,2,6,t,4.187207499984652,None,6,2,44,5,235.02186119998805,,235.01894769998034,235.02186119998805,236.0098008000059,236.0098008000059,236.01844549999805,240.20227009995142,t,4.187207499984652,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
15,35,13,45,3,6,l,3.993970800016541,None,6,3,45,1,240.21218059997773,,240.2091106000007,240.21218059997773,241.19301180000184,241.19301180000184,241.20986979996087,245.1943093999871,l,3.993970800016541,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
40,55,62,46,4,6,l,2.9261802000110038,None,6,4,46,3,245.2028918999713,,245.20039249997353,245.2028918999713,246.1935705000069,246.1935705000069,246.20117489999393,249.12812639999902,l,2.9261802000110038,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
78,80,162,47,5,6,t,1.882256500015501,None,6,5,47,6,249.1355888999533,,249.1329504000023,249.1355888999533,250.12573669996345,250.12573669996345,250.13433489995077,252.0105370999663,t,1.882256500015501,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,48,6,6,l,26.24517900001956,None,6,6,48,0,252.01950239995494,,252.01641339994967,252.01950239995494,253.0012361999834,253.0012361999834,253.01781519997166,279.2518584000063,l,26.24517900001956,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,49,0,7,l,4.417363199987449,None,7,0,49,0,279.25919680000516,,279.2521610999829,279.25919680000516,280.2423509999644,280.2423509999644,280.25069689995144,284.6683932999731,l,4.417363199987449,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
67,75,119,50,1,7,t,3.6424806999857537,None,7,1,50,5,284.67642999999225,,284.6739273999701,284.67642999999225,285.66770579997683,285.66770579997683,285.66770579997683,289.31088079995243,t,3.6424806999857537,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
27,50,21,51,2,7,l,4.893575000052806,None,7,2,51,2,289.32128849998116,,289.3184178999509,289.32128849998116,290.3089263999718,290.3089263999718,290.3173029999598,295.2101430000039,l,4.893575000052806,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
40,55,62,52,3,7,t,2.063904300041031,None,7,3,52,3,295.2175005999743,,295.2147621999611,295.2175005999743,296.20882929995423,296.20882929995423,296.20882929995423,298.2758379000006,t,2.063904300041031,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
15,35,13,53,4,7,t,2.032160400005523,None,7,4,53,1,298.28358719998505,,298.28060070000356,298.28358719998505,299.2671325999545,299.2671325999545,299.2752940999926,301.3016681000008,t,2.032160400005523,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
49,60,89,54,5,7,l,2.3952047000057064,None,7,5,54,4,301.31166939996183,,301.30881689995294,301.31166939996183,302.29173679999076,302.29173679999076,302.30880780000007,304.69323819997953,l,2.3952047000057064,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
78,80,162,55,6,7,t,1.990531200019177,None,7,6,55,6,304.7031357999658,,304.6998430999811,304.7031357999658,305.6919456999749,305.6919456999749,305.70049099996686,307.68452889996115,t,1.990531200019177,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
49,60,89,56,0,8,l,6.285740999970585,None,8,0,56,4,307.6928452999564,,307.6897195999627,307.6928452999564,308.683907300001,308.683907300001,308.683907300001,314.9760827999562,l,6.285740999970585,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
40,55,62,57,1,8,l,4.851451199967414,None,8,1,57,3,314.986505399982,,314.9833532999619,314.986505399982,315.96671059995424,315.96671059995424,315.983700199984,320.82558649999555,l,4.851451199967414,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,58,2,8,l,2.879514799977187,None,8,2,58,0,320.83292139996774,,320.8304572000052,320.83292139996774,321.81651169998804,321.81651169998804,321.8248920000042,324.7001764999586,l,2.879514799977187,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
78,80,162,59,3,8,l,1.8175963999819942,None,8,3,59,6,324.70790149999084,,324.7048623999581,324.70790149999084,325.69183299998986,325.69183299998986,325.70014919998357,327.51708590000635,l,1.8175963999819942,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
27,50,21,60,4,8,l,2.060261200007517,None,8,4,60,2,327.52442079997854,,327.5217885999591,327.52442079997854,328.5082897999673,328.5082897999673,328.51711179997073,330.57543049997184,l,2.060261200007517,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
67,75,119,61,5,8,t,2.1631023999652825,None,8,5,61,5,330.5827929999796,,330.57994659995893,330.5827929999796,331.56648729997687,331.56648729997687,331.5750212999992,333.73390599997947,t,2.1631023999652825,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
15,35,13,62,6,8,l,2.4583465000032447,None,8,6,62,1,333.7434808999533,,333.7402506999788,333.7434808999533,334.72464159998344,334.72464159998344,334.74147720000474,337.1837665999774,l,2.4583465000032447,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
15,35,13,63,0,9,l,9.285943199996836,None,9,0,63,1,337.19113679998554,,337.1839804999763,337.19113679998554,338.174409499974,338.174409499974,338.182915399957,347.4671999999555,l,9.285943199996836,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,64,1,9,l,5.875157099973876,None,9,1,64,0,347.47660249995533,,347.47243540000636,347.47660249995533,348.46582649997436,348.46582649997436,348.47448449995136,354.342300099961,l,5.875157099973876,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
27,50,21,65,2,9,l,11.786851699987892,None,9,2,65,2,354.35284639999736,,354.34978930000216,354.35284639999736,355.34067929995945,355.34067929995945,355.3491976999794,367.1335585999768,l,11.786851699987892,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
67,75,119,66,3,9,t,1.8316140999668278,None,9,3,66,5,367.14360720000695,,367.1408482999541,367.14360720000695,368.13244129996747,368.13244129996747,368.14077599998564,369.9663259999943,t,1.8316140999668278,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
49,60,89,67,4,9,t,1.3019832000136375,None,9,4,67,4,369.97392909997143,,369.96989389997907,369.97392909997143,370.96537789999275,370.96537789999275,370.96537789999275,372.2749566999846,t,1.3019832000136375,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
40,55,62,68,5,9,l,2.2298745999578387,None,9,5,68,3,372.2853743999731,,372.2816698999959,372.2853743999731,373.27392869995674,373.27392869995674,373.2824946999899,375.50927539996337,l,2.2298745999578387,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
78,80,162,69,6,9,l,1.9368719000485726,None,9,6,69,6,375.5183249999536,,375.5154784999904,375.5183249999536,376.5073839999968,376.5073839999968,376.51568620000035,378.44985509995604,l,1.9368719000485726,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
15,35,13,70,0,10,t,1.2618634999962524,None,10,0,70,1,378.45986569998786,,378.4566394999856,378.45986569998786,379.44055899995146,379.44055899995146,379.4574836999527,380.70827790000476,t,1.2618634999962524,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,71,1,10,l,13.962306300003547,None,10,1,71,0,380.71830589999445,,380.7146933999611,380.71830589999445,381.6988055999973,381.6988055999973,381.7155238999985,395.66601270000683,l,13.962306300003547,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
78,80,162,72,2,10,t,2.7945185999851674,None,10,2,72,6,395.6751964999712,,395.6719320999691,395.6751964999712,396.6566595999757,396.6566595999757,396.67328279995127,399.45766660000663,t,2.7945185999851674,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
27,50,21,73,3,10,l,1.9413141999975778,None,10,3,73,2,399.466740200005,,399.46302009996725,399.466740200005,400.44797389995074,400.44797389995074,400.46522779995576,402.3906826999737,l,1.9413141999975778,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
67,75,119,74,4,10,t,0.835757399967406,None,10,4,74,5,402.39847929996904,,402.3955529999803,402.39847929996904,403.38151869998546,403.38151869998546,403.390137499955,404.2243479999597,t,0.835757399967406,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
49,60,89,75,5,10,t,1.6024069000268355,None,10,5,75,4,404.2317049999838,,404.2290363999782,404.2317049999838,405.21522879996337,405.21522879996337,405.2231899999897,406.82412439998006,t,1.6024069000268355,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
40,55,62,76,6,10,t,1.795546400011517,None,10,6,76,3,406.8319600999821,,406.8289220999577,406.8319600999821,407.8152359999949,407.8152359999949,407.8233788999496,409.6160291999695,t,1.795546400011517,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
78,80,162,77,0,11,t,1.5069218999706209,None,11,0,77,6,409.6237309999997,,409.62071689998265,409.6237309999997,410.61495759995887,410.61495759995887,410.61495759995887,412.1243295999593,t,1.5069218999706209,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
11,30,7,78,1,11,l,1.517119400028605,None,11,1,78,0,412.13310340000317,,412.1302526999498,412.13310340000317,413.1228933999664,413.1228933999664,413.1325596999959,414.6428008999792,l,1.517119400028605,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
27,50,21,79,2,11,l,1.9105508999782614,None,11,2,79,2,414.6528888999601,,414.64985909999814,414.6528888999601,415.63991879997775,415.63991879997775,415.647862599988,417.5581147999619,l,1.9105508999782614,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
49,60,89,80,3,11,t,1.6850803999695927,None,11,3,80,4,417.56672800000524,,417.56287109997356,417.56672800000524,418.5566019999678,418.5566019999678,418.5649845000007,420.2491637999774,t,1.6850803999695927,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
67,75,119,81,4,11,t,1.1511555000324734,None,11,4,81,5,420.25743409997085,,420.2548062999849,420.25743409997085,421.24814139999216,421.24814139999216,421.24814139999216,422.4069848000072,t,1.1511555000324734,None,934637,001,2025-11-03_09h44.11.382,delay discounting,,2025.1.1,120.24549327658234,2025-11-03 09h44.14.524500 +0530,
