pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.6450602998957038,None,2,2,10,2,,,,,54.91309079993516,,54.897536100121215,54.91309079993516,55.91220310004428,55.91220310004428,55.91220310004428,55.91220310004428,55.91220310004428,56.91134939994663,56.91134939994663,57.56140080001205,c,1,0.6450602998957038,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
150,z,11,3,2,v,0,4.830180799821392,None,2,3,11,3,,,,,57.57737660012208,,57.561858100118116,57.57737660012208,58.57672110013664,58.57672110013664,58.57672110013664,58.57672110013664,58.57672110013664,59.57587529998273,59.57587529998273,64.42249540006742,v,0,4.830180799821392,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
-150,x,12,0,3,z,0,2.726687999907881,None,3,0,12,0,,,,,64.438585099997,,64.42301300005056,64.438585099997,65.45449670008384,65.43767460016534,65.43767460016534,65.43767460016534,65.43767460016534,66.43696520011872,66.43696520011872,69.16806970001198,z,0,2.726687999907881,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
-50,v,13,1,3,x,0,1.9764527999795973,None,3,1,13,1,,,,,69.18467560014687,,69.16832490009256,69.18467560014687,70.18392500001937,70.18392500001937,70.18392500001937,70.18392500001937,70.18392500001937,71.1831907001324,71.1831907001324,73.16525970003568,x,0,1.9764527999795973,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
50,c,14,2,3,c,1,4.149144100025296,None,3,2,14,2,,,,,73.1813801000826,,73.16570509993471,73.1813801000826,74.19685650011525,74.18020540010184,74.18020540010184,74.18020540010184,74.18020540010184,75.17948370007798,75.17948370007798,79.34342800010927,c,1,4.149144100025296,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
150,z,15,3,3,v,0,3.3921612000558525,None,3,3,15,3,,,,,79.35914069996215,,79.34388620010577,79.35914069996215,80.35845739999786,80.35845739999786,80.35845739999786,80.35845739999786,80.35845739999786,81.3580801000353,81.3580801000353,84.75567840016447,v,0,3.3921612000558525,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
-150,x,16,0,4,z,0,0.6691340999677777,None,4,0,16,0,,,,,84.77175780013204,,84.75626840000041,84.77175780013204,85.77093759994023,85.77093759994023,85.77093759994023,85.77093759994023,85.77093759994023,86.77012040000409,86.77012040000409,87.4532721999567,z,0,0.6691340999677777,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
-50,v,17,1,4,x,0,1.5063531999476254,None,4,1,17,1,,,,,87.46985030011274,,87.45376539998688,87.46985030011274,88.4855887000449,88.46911590010859,88.46911590010859,88.46911590010859,88.46911590010859,89.46811760007404,89.46811760007404,90.98416350013576,x,0,1.5063531999476254,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
50,c,18,2,4,c,1,0.6950685000047088,None,4,2,18,2,,,,,91.00017390004359,,90.9846348001156,91.00017390004359,92.01585820014589,91.99884080002084,91.99884080002084,91.99884080002084,91.99884080002084,92.9982861999888,92.9982861999888,93.69840990006924,c,1,0.6950685000047088,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
150,z,19,3,4,v,0,0.8085969998501241,None,4,3,19,3,,,,,93.71465170010924,,93.69897600007243,93.71465170010924,94.71363210002892,94.71363210002892,94.71363210002892,94.71363210002892,94.71363210002892,95.71273949998431,95.71273949998431,96.52941730013117,v,0,0.8085969998501241,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
-150,x,20,0,5,z,0,1.1358859001193196,None,5,0,20,0,,,,,96.54557500011288,,96.52987119997852,96.54557500011288,97.5445535001345,97.5445535001345,97.5445535001345,97.5445535001345,97.5445535001345,98.5437584000174,98.5437584000174,99.69348910008557,z,0,1.1358859001193196,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
-50,v,21,1,5,x,0,0.9293492001015693,None,5,1,21,1,,,,,99.70983840012923,,99.69399620010518,99.70983840012923,100.72544339997694,100.70875590015203,100.70875590015203,100.70875590015203,100.70875590015203,101.70815850002691,101.70815850002691,102.64037090004422,x,0,0.9293492001015693,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
50,c,22,2,5,c,1,1.3078884999267757,None,5,2,22,2,,,,,102.65687750000507,,102.64056790014729,102.65687750000507,103.65644309995696,103.63944560009986,103.63944560009986,103.63944560009986,103.63944560009986,104.65519440011121,104.65519440011121,105.97153750015423,c,1,1.3078884999267757,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
150,z,23,3,5,v,0,3.4966302001848817,None,5,3,23,3,,,,,105.98752480000257,,105.97204200015403,105.98752480000257,106.98683950002305,106.98683950002305,106.98683950002305,106.98683950002305,106.98683950002305,107.98610710003413,107.98610710003413,111.48399400012568,v,0,3.4966302001848817,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
-150,x,24,0,6,z,0,1.9592957000713795,None,6,0,24,0,,,,,111.50011220015585,,111.48447960009798,111.50011220015585,112.51585600012913,112.49918309994973,112.49918309994973,112.49918309994973,112.49918309994973,113.49835120001808,113.49835120001808,115.46398689993657,z,0,1.9592957000713795,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
-50,v,25,1,6,x,0,0.7974960000719875,None,6,1,25,1,,,,,115.4797306000255,,115.46472500008531,115.4797306000255,116.47892690007575,116.47892690007575,116.47892690007575,116.47892690007575,116.47892690007575,117.47840290004387,117.47840290004387,118.27809310005978,x,0,0.7974960000719875,None,,,,,392020,001,2025-10-02_22h54.08.314,motor sequence,,2025.1.1,60.00513642290505,2025-10-02 22h54.12.177838 +0530,
