word,thisN,thisTrialN,thisRepN,wordloop.thisRepN,wordloop.thisTrialN,wordloop.thisN,wordloop.thisIndex,thisRow.t,notes,present_word.started,text.started,present_word.stopped,text.stopped,recall.started,text_2.started,recall_box.started,key_resp.started,recall.stopped,recall_box.text,key_resp.keys,key_resp.rt,key_resp.duration,recalled_words,thankyou.started,text_3.started,text_3.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
apple,0,0,0,0,0,0,0,0.01646670000627637,,0.012661700020544231,0.01646670000627637,1.0062209999887273,,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
chair,1,1,0,0,1,1,1,1.0138955999864265,,1.0101050999946892,1.0138955999864265,1.997746900015045,2.0070383000420406,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
music,2,2,0,0,2,2,2,2.0070383000420406,,2.0025506000383757,2.0070383000420406,2.997690699994564,3.0061512000393122,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
dream,3,3,0,0,3,3,3,3.0061512000393122,,3.0013339000288397,3.0061512000393122,3.9899243999971077,3.9979549000272527,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
paper,4,4,0,0,4,4,4,3.9979549000272527,,3.9939357000403106,3.9979549000272527,4.9813657000195235,4.988844700041227,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
tiger,5,5,0,0,5,5,5,4.988844700041227,,4.986384899995755,4.997267900034785,5.981142200005706,5.989205999998376,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
window,6,6,0,0,6,6,6,5.989205999998376,,5.984735600010026,5.997091100027319,6.9810035999980755,6.989044599991757,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
flower,7,7,0,0,7,7,7,6.989044599991757,,6.985154699999839,6.99715060001472,7.981043900013901,7.988890300039202,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
book,8,8,0,0,8,8,8,7.988890300039202,,7.985357100027613,7.997046300035436,8.981594400014728,8.98903799999971,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
lamp,9,9,0,0,9,9,9,8.98903799999971,,8.985176199988928,8.997277899994515,9.981404900026973,9.98869750002632,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
ocean,10,10,0,0,10,10,10,9.98869750002632,,9.98585490003461,9.997010599996429,10.981041299994104,10.988987000018824,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
phone,11,11,0,0,11,11,11,10.988987000018824,,10.98476900003152,10.997022800031118,11.9817567000282,11.988931200001389,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
candle,12,12,0,0,12,12,12,11.988931200001389,,11.986347099998966,11.997466000029817,12.980474999989383,12.989142500038724,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
spoon,13,13,0,0,13,13,13,12.989142500038724,,12.98409320000792,12.99676140001975,13.981129800027702,13.989136099989992,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
shoe,14,14,0,0,14,14,14,13.989136099989992,,13.984639900038019,13.997761800012086,14.980907000019215,14.989084600005299,,,,,,,,,,,,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
,,,,,,,,,,,,,,14.98159039998427,15.002486100012902,15.002486100012902,15.002486100012902,22.50662880000891,"apple dream paper candle shoe
",return,7.496292099996936,None,"apple dream paper candle shoe
",,,,,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,22.506704700004775,22.513063599995803,24.505057600035798,24.497200699988753,522312,001,2025-11-24_01h08.46.655,Serial Position Effect_SoloProject,,2025.1.1,120.50864285273407,2025-11-24 01h08.50.185635 +0530,
